#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_002946.2	518016	520079	+	3282907	-	NGO0545	YP_207691.1	687	-	type III restriction-modification system methyltransferase
chr	NC_002946.2	520169	523108	+	3282114	-	NGO0546	YP_207692.1	979	-	type III restriction-modification system endonuclease
chr	NC_002946.2	523202	524161	-	3282109	-	NGO0547	YP_207693.1	319	-	tRNA 2-thiocytidine biosynthesis protein TtcA
chr	NC_002946.2	524253	525119	-	3282117	-	NGO0548	YP_207694.1	288	-	aminomethyltransferase
chr	NC_002946.2	525151	525513	-	3282121	-	NGO0549	YP_207695.1	120	-	hypothetical protein NGO0549
chr	NC_002946.2	525588	526067	+	3282124	-	NGO0550	YP_207696.1	159	-	membrane protein
chr	NC_002946.2	526089	526781	+	3282125	-	NGO0551	YP_207697.1	230	-	molecular chaperone DnaJ
chr	NC_002946.2	526785	527660	+	3282119	-	NGO0552	YP_207698.1	291	-	membrane protein
chr	NC_002946.2	527868	531488	+	3282081	-	NGO0553	YP_207699.1	1206	-	TonB-dependent receptor
chr	NC_002946.2	531770	532720	+	3282103	-	NGO0554	YP_207700.1	316	-	hypothetical protein NGO0554
chr	NC_002946.2	532940	534433	+	3282453	-	NGO0555	YP_207701.1	497	-	hypothetical protein NGO0555
chr	NC_002946.2	534501	535898	-	3282149	aspA	NGO0556	YP_207702.1	465	-	aspartate ammonia-lyase
chr	NC_002946.2	535924	536112	-	3282455	-	NGO0557	YP_207703.1	62	-	hypothetical protein NGO0557
chr	NC_002946.2	536176	536736	-	3282459	-	NGO0558	YP_207704.1	186	-	hypothetical protein NGO0558
chr	NC_002946.2	536937	537590	+	3282463	-	NGO0559	YP_207705.1	217	-	IS1016 transposase
chr	NC_002946.2	540134	541684	+	3282165	-	NGO0561	YP_207706.1	516	-	hypothetical protein NGO0561
chr	NC_002946.2	542108	543892	-	3282471	-	NGO0562	YP_207707.1	594	-	dihydrolipoamide dehydrogenase
chr	NC_002946.2	543910	544200	-	3282906	-	NGO0563	YP_207708.1	96	-	hypothetical protein NGO0563
chr	NC_002946.2	544445	546034	-	3282469	-	NGO0564	YP_207709.1	529	-	dihydrolipoamide acetyltransferase
chr	NC_002946.2	546184	548847	-	3282501	aceE	NGO0565	YP_207710.1	887	-	pyruvate dehydrogenase subunit E1
chr	NC_002946.2	549544	551256	+	3282489	-	NGO0566	YP_207711.1	570	-	prolyl-tRNA synthetase
chr	NC_002946.2	551319	551975	+	3282504	-	NGO0567	YP_207712.1	218	-	hydrolase
chr	NC_002946.2	551985	552440	-	3282493	-	NGO0568	YP_207713.1	151	-	Holliday junction resolvase-like protein
chr	NC_002946.2	552433	552981	-	3282197	-	NGO0569	YP_207714.1	182	-	hypothetical protein NGO0569
chr	NC_002946.2	552983	553543	-	3282519	-	NGO0570	YP_207715.1	186	-	hypothetical protein NGO0570
chr	NC_002946.2	553869	555665	+	3282528	-	NGO0571	YP_207716.1	598	-	hypothetical protein NGO0571
chr	NC_002946.2	555792	557267	+	3282525	-	NGO0572	YP_207717.1	491	-	carboxy-terminal processing protease
chr	NC_002946.2	557597	559624	+	3282242	-	NGO0573	YP_207718.1	675	-	excinuclease ABC subunit B
chr	NC_002946.2	559802	560560	-	3282155	-	NGO0574	YP_207719.1	252	-	Cah
chr	NC_002946.2	561640	562356	-	3282905	trmB	NGO0575	YP_207720.1	238	-	tRNA (guanine-N(7)-)-methyltransferase
chr	NC_002946.2	564000	565886	-	3282904	uvrC	NGO0578	YP_207721.1	628	-	excinuclease ABC subunit C
chr	NC_002946.2	565941	568118	-	3282903	-	NGO0579	YP_207722.1	725	-	metal transporter ATPase
chr	NC_002946.2	568257	569207	+	3282257	-	NGO0580	YP_207723.1	316	-	thioredoxin reductase
chr	NC_002946.2	569363	569731	+	3282311	rpsF	NGO0581	YP_207724.1	122	-	30S ribosomal protein S6
chr	NC_002946.2	569732	570034	+	3282384	-	NGO0582	YP_207725.1	100	-	primosomal replication protein N
chr	NC_002946.2	570041	570271	+	3283073	rpsR	NGO0583	YP_207726.1	76	-	30S ribosomal protein S18
chr	NC_002946.2	570288	570740	+	3282246	rplI	NGO0584	YP_207727.1	150	-	50S ribosomal protein L9
chr	NC_002946.2	571363	572169	-	3282250	-	NGO0585	YP_207728.1	268	-	membrane protein
chr	NC_002946.2	572170	572916	-	3282297	-	NGO0586	YP_207729.1	248	-	CDP-diacylglycerol--serine O-phosphatidyltransferase
chr	NC_002946.2	573500	573982	+	3282245	-	NGO0588	YP_207731.1	160	-	hypothetical protein NGO0588
chr	NC_002946.2	574029	575240	-	3282460	-	NGO0589	YP_207732.1	403	-	ABC transporter permease
chr	NC_002946.2	575669	577900	+	3281375	-	NGO0590	YP_207733.1	743	-	DNA translocase FtsK
chr	NC_002946.2	578101	578550	-	19592993	-	NGO0590a	YP_008914849.1	149	-	hypothetical protein NGO0590a
chr	NC_002946.2	578772	580085	+	3282902	tig	NGO0592	YP_207734.1	437	-	trigger factor
chr	NC_002946.2	580181	580795	+	3282554	clpP	NGO0593	YP_207735.1	204	-	ATP-dependent Clp protease proteolytic subunit
chr	NC_002946.2	580849	582114	-	3281243	ispG	NGO0594	YP_207736.1	421	-	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
chr	NC_002946.2	582130	582891	-	3281181	-	NGO0595	YP_207737.1	253	-	Tfp pilus assembly protein PilF
chr	NC_002946.2	582894	583988	-	3281098	-	NGO0596	YP_207738.1	364	-	dual-specificity RNA methyltransferase RlmN
chr	NC_002946.2	584132	584557	-	3281283	-	NGO0597	YP_207739.2	141	-	nucleoside diphosphate kinase
chr	NC_002946.2	584616	585767	-	3282552	-	NGO0598	YP_207740.1	383	-	ATPase
chr	NC_002946.2	586297	587043	-	3281115	-	NGO0600	YP_207741.1	248	-	S-formylglutathione hydrolase
chr	NC_002946.2	588393	588800	+	3281382	-	NGO0602	YP_207742.1	135	-	MerR family transcriptional regulator
chr	NC_002946.2	588996	589292	-	3281436	ihfB	NGO0603	YP_207743.1	98	-	integration host factor subunit beta
chr	NC_002946.2	589321	591006	-	3281472	rpsA	NGO0604	YP_207744.1	561	-	30S ribosomal protein S1
chr	NC_002946.2	591159	591815	-	3281500	-	NGO0605	YP_207745.1	218	-	cytidylate kinase
chr	NC_002946.2	592048	593418	-	3281535	-	NGO0606	YP_207746.1	456	-	sodium-dependent transport protein
chr	NC_002946.2	593892	594584	-	3281619	-	NGO0607	YP_207747.1	230	-	pseudouridine synthase
chr	NC_002946.2	594652	596628	-	3281605	-	NGO0608	YP_207748.1	658	-	murein transglycosylase
chr	NC_002946.2	596807	597472	+	3281753	-	NGO0609	YP_207749.1	221	-	hypothetical protein NGO0609
chr	NC_002946.2	597525	598352	+	3281724	-	NGO0610	YP_207750.1	275	-	formamidopyrimidine-DNA glycosylase
chr	NC_002946.2	598440	599207	+	3281750	-	NGO0611	YP_207751.1	255	-	1-acyl-SN-glycerol-3-phosphate acyltransferase
chr	NC_002946.2	599470	599781	-	3281192	-	NGO0613	YP_207752.1	103	-	hypothetical protein NGO0613
chr	NC_002946.2	600312	602591	+	3281267	-	NGO0614	YP_207753.1	759	-	ribonucleotide-diphosphate reductase subunit alpha
chr	NC_002946.2	602904	604037	+	3282900	nrdB	NGO0615	YP_207754.2	377	-	ribonucleotide-diphosphate reductase subunit beta
chr	NC_002946.2	604158	604448	+	3281078	-	NGO6151	YP_207755.1	96	-	hypothetical protein NGO6151
chr	NC_002946.2	604489	604767	-	3281228	-	NGO0616	YP_207756.1	92	-	cell division protein FtsB
chr	NC_002946.2	604935	606221	-	3282141	eno	NGO0617	YP_207757.1	428	-	enolase
chr	NC_002946.2	606268	606708	-	3282901	-	NGO0618	YP_207758.1	146	-	membrane protein
chr	NC_002946.2	606723	607565	-	3282895	-	NGO0619	YP_207759.1	280	-	2-dehydro-3-deoxyphosphooctonate aldolase
chr	NC_002946.2	607587	607970	-	3282899	-	NGO0620	YP_207760.1	127	-	aspartate alpha-decarboxylase
chr	NC_002946.2	608660	612364	-	3282896	-	NGO0623	YP_207763.1	1234	-	transcription-repair coupling factor
chr	NC_002946.2	612423	613976	+	3282888	-	NGO0624	YP_207764.1	517	-	oxidoreductase
chr	NC_002946.2	613967	614215	+	3282894	-	NGO0625	YP_207765.1	82	-	hypothetical protein NGO0625
chr	NC_002946.2	614124	615215	+	3282893	-	NGO0626	YP_207766.1	363	-	murein transglycosylase
chr	NC_002946.2	615338	617344	-	3282890	-	NGO0627	YP_207767.1	668	-	site-specific recombinase
chr	NC_002946.2	617567	618220	+	3282892	-	NGO0628	YP_207768.1	217	-	IS1016 transposase
chr	NC_002946.2	618439	621189	-	3282891	-	NGO0629	YP_207769.1	916	-	DNA gyrase subunit A
chr	NC_002946.2	621287	621787	-	3281249	-	NGO0630	YP_207770.2	166	-	chaperone protein HscB
chr	NC_002946.2	621689	621838	+	3281101	-	NGO0631	YP_207771.1	49	-	hypothetical protein NGO0631
chr	NC_002946.2	622050	622370	-	3281279	-	NGO0632	YP_207772.1	106	-	hypothetical protein NGO0632
chr	NC_002946.2	622457	622843	-	3281368	-	NGO0633	YP_207773.1	128	-	scaffold protein
chr	NC_002946.2	623656	623946	-	3282889	-	NGO0635	YP_207774.1	96	-	hypothetical protein NGO0635
chr	NC_002946.2	623952	625166	-	3281390	-	NGO0636	YP_207775.1	404	-	cysteine desulfurase
chr	NC_002946.2	625195	625641	-	3281388	-	NGO0637	YP_207776.1	148	-	transcriptional regulator
chr	NC_002946.2	625640	625870	+	3281789	-	NGO0638	YP_207777.1	76	-	hypothetical protein NGO0638
chr	NC_002946.2	625991	627163	+	3281775	-	NGO0639	YP_207778.1	390	-	L-lactate dehydrogenase
chr	NC_002946.2	627312	630086	-	3281449	-	NGO0640	YP_207779.1	924	-	restriction modification system-R protein
chr	NC_002946.2	630076	632346	-	3281459	-	NGO0641	YP_207780.1	756	-	type III restriction modification system methylase
chr	NC_002946.2	632563	633483	-	3281788	truB	NGO0642	YP_207781.1	306	-	tRNA pseudouridine synthase B
chr	NC_002946.2	633541	634086	-	3281286	-	NGO0643	YP_207782.1	181	-	hypothetical protein NGO0643
chr	NC_002946.2	634076	634447	-	3281282	rbfA	NGO0644	YP_207783.1	123	-	ribosome-binding factor A
chr	NC_002946.2	634630	635874	+	3281483	clpX	NGO0645	YP_207784.1	414	-	ATP-dependent protease ATP-binding subunit ClpX
chr	NC_002946.2	635981	637174	-	3281412	argD	NGO0646	YP_207785.1	397	-	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase
chr	NC_002946.2	637578	638078	+	3281594	-	NGO0647	YP_207786.1	166	-	hypothetical protein NGO0647
chr	NC_002946.2	638163	638717	+	3281772	-	NGO0648	YP_207787.1	184	-	membrane protein
chr	NC_002946.2	638731	638931	+	3281804	-	NGO0649	YP_207788.1	66	-	hypothetical protein NGO0649
chr	NC_002946.2	639282	640670	-	3282557	-	NGO0650	YP_207789.1	462	-	ATP-dependent RNA helicase
chr	NC_002946.2	640881	641945	+	3282561	-	NGO0651	YP_207790.1	354	-	hypothetical protein NGO0651
chr	NC_002946.2	641997	642329	-	3282200	-	NGO0652	YP_207791.1	110	-	thioredoxin I
chr	NC_002946.2	642627	643100	+	3282531	-	NGO0653	YP_207792.1	157	-	hypothetical protein NGO0653
chr	NC_002946.2	643171	643992	-	3282142	-	NGO0654	YP_207793.1	273	-	NH(3)-dependent NAD synthetase
chr	NC_002946.2	644189	645544	+	3282507	xseA	NGO0655	YP_207794.1	451	-	exodeoxyribonuclease VII large subunit
chr	NC_002946.2	646046	647587	+	3282508	-	NGO0656	YP_207795.1	513	-	hypothetical protein NGO0656
chr	NC_002946.2	647646	648698	-	3282412	-	NGO0657	YP_207796.1	350	-	pseudouridine synthase
chr	NC_002946.2	648916	649548	+	3282467	-	NGO0658	YP_207797.1	210	-	pyridoxamine 5\'-phosphate oxidase
chr	NC_002946.2	649678	650688	-	3282454	-	NGO0659	YP_207798.1	336	-	CDP-6-deoxy-delta-3,4-glucoseen reductase
chr	NC_002946.2	650780	652210	-	3281129	gatB	NGO0660	YP_207799.1	476	-	aspartyl/glutamyl-tRNA amidotransferase subunit B
chr	NC_002946.2	652253	653185	-	3281139	-	NGO0661	YP_207800.1	310	-	membrane protein
chr	NC_002946.2	653182	654627	-	3282547	gatA	NGO0662	YP_207801.1	481	-	aspartyl/glutamyl-tRNA amidotransferase subunit A
chr	NC_002946.2	654690	654980	-	3281108	gatC	NGO0663	YP_207802.1	96	-	aspartyl/glutamyl-tRNA amidotransferase subunit C
chr	NC_002946.2	655130	655783	+	3282063	-	NGO0664	YP_207803.1	217	-	membrane protein
chr	NC_002946.2	655788	657131	+	3282053	-	NGO0665	YP_207804.1	447	-	aldehyde dehydrogenase
chr	NC_002946.2	657180	657608	-	3282058	-	NGO0666	YP_207805.1	142	-	hypothetical protein NGO0666
chr	NC_002946.2	657753	657938	-	3282057	-	NGO0667	YP_207806.1	61	-	hypothetical protein NGO0667
chr	NC_002946.2	657954	659210	-	3282060	-	NGO0668	YP_207807.1	418	-	SUN-family methyltransferase
chr	NC_002946.2	659246	660115	-	3282059	-	NGO0669	YP_207808.1	289	-	hypothetical protein NGO0669
chr	NC_002946.2	660156	660971	-	3282065	-	NGO0670	YP_207809.1	271	-	rRNA methyltransferase
chr	NC_002946.2	661215	662000	+	3282051	-	NGO0671	YP_207810.1	261	-	inositol monophosphatase
chr	NC_002946.2	662118	662309	+	3282033	-	NGO0672	YP_207811.1	63	-	hypothetical protein NGO0672
chr	NC_002946.2	662306	662959	+	3282049	-	NGO0673	YP_207812.1	217	-	IS1016 transposase
chr	NC_002946.2	662987	664057	-	3282023	-	NGO0674	YP_207813.1	356	-	3-isopropylmalate dehydrogenase
chr	NC_002946.2	664091	664822	-	3282048	-	NGO0675	YP_207814.1	243	-	type II restriction endonuclease
chr	NC_002946.2	664838	666109	-	3282000	-	NGO0676	YP_207815.1	423	-	DNA modification methylase
chr	NC_002946.2	666276	666917	-	3282001	leuD	NGO0677	YP_207816.1	213	-	isopropylmalate isomerase small subunit
chr	NC_002946.2	666979	667233	-	3282025	-	NGO0678	YP_207817.1	84	-	hypothetical protein NGO0678
chr	NC_002946.2	667328	668737	-	3282485	-	NGO0679	YP_207818.1	469	-	isopropylmalate isomerase large subunit
chr	NC_002946.2	669169	670338	+	3281805	-	NGO0680	YP_207819.1	389	-	hypothetical protein NGO0680
chr	NC_002946.2	670461	671138	+	3281896	radC	NGO0681	YP_207820.1	225	-	DNA repair protein RadC
chr	NC_002946.2	671211	671936	+	3281925	-	NGO0682	YP_207821.1	241	-	hypothetical protein NGO0682
chr	NC_002946.2	672088	673368	+	3281810	-	NGO0683	YP_207822.1	426	-	hypothetical protein NGO0683
chr	NC_002946.2	673443	674552	+	3281914	-	NGO0684	YP_207823.1	369	-	GTP binding protein
chr	NC_002946.2	674549	677005	+	3281912	-	NGO0685	YP_207824.1	818	-	P-type cation-transporting ATPase
chr	NC_002946.2	677673	678449	-	3281921	-	NGO0687	YP_207826.1	258	-	ferredoxin-NADP reductase
chr	NC_002946.2	678637	679431	-	3281922	-	NGO0688	YP_207827.1	264	-	hypothetical protein NGO0688
chr	NC_002946.2	679478	680887	-	3281892	-	NGO0689	YP_207828.1	469	-	threonine synthase
chr	NC_002946.2	680960	681328	-	3281888	-	NGO0690	YP_207829.1	122	-	hypothetical protein NGO0690
chr	NC_002946.2	684728	687346	-	3281816	-	NGO0694	YP_207831.1	872	-	hypothetical protein NGO0694
chr	NC_002946.2	688651	689961	+	3282887	-	NGO0696	YP_207832.1	436	-	recombination factor protein RarA
chr	NC_002946.2	690060	693086	+	3281879	-	NGO0697	YP_207833.1	1008	-	type I restriction endonuclease
chr	NC_002946.2	693416	694618	+	3281876	-	NGO0699	YP_207835.1	400	-	restriction endonuclease subunit S
chr	NC_002946.2	694611	695171	+	3281811	-	NGO0700	YP_207836.1	186	-	membrane protein
chr	NC_002946.2	695182	696024	+	3281809	-	NGO0701	YP_207837.1	280	-	hypothetical protein NGO0701
chr	NC_002946.2	696091	697692	+	3281871	-	NGO0702	YP_207838.1	533	-	restriction-modification system methyltransferase
chr	NC_002946.2	698003	699094	-	3281990	-	NGO0704	YP_207840.1	363	-	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein
chr	NC_002946.2	708430	708798	+	3281989	-	NGO0709	YP_207841.1	122	-	hypothetical protein NGO0709
chr	NC_002946.2	709174	710223	-	3282032	-	NGO0710	YP_207842.1	349	-	adenine glycosylase
chr	NC_002946.2	710377	711393	+	3282111	-	NGO0711	YP_207843.1	338	-	alcohol dehydrogenase
chr	NC_002946.2	711637	711822	+	3282886	-	NGO0712	YP_207844.1	61	-	hypothetical protein NGO0712
chr	NC_002946.2	712011	712649	-	3282885	-	NGO0713	YP_207845.1	212	-	keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase
chr	NC_002946.2	712859	714694	-	3282884	-	NGO0714	YP_207846.1	611	-	phosphogluconate dehydratase
chr	NC_002946.2	715214	716659	+	3282883	-	NGO0715	YP_207847.1	481	-	glucose-6-phosphate 1-dehydrogenase
chr	NC_002946.2	716811	717506	+	3283072	-	NGO0716	YP_207848.1	231	-	6-phosphogluconolactonase
chr	NC_002946.2	717487	718473	+	3282002	glk	NGO0717	YP_207849.1	328	-	glucokinase
chr	NC_002946.2	718522	719370	+	3282115	-	NGO0718	YP_207850.1	282	-	RpiR family transcriptional regulator
chr	NC_002946.2	719596	721242	+	3282106	pgi	NGO0719	YP_207851.1	548	-	glucose-6-phosphate isomerase
chr	NC_002946.2	721459	722472	+	3282084	-	NGO0721	YP_207853.1	337	-	phage associated protein
chr	NC_002946.2	722517	722657	+	3282095	-	NGO0722	YP_207854.1	46	-	phage associated protein
chr	NC_002946.2	723086	723208	+	3282009	-	NGO0724	YP_207856.1	40	-	phage associated protein
chr	NC_002946.2	723158	723466	-	3282090	-	NGO0725	YP_207857.1	102	-	phage associated protein
chr	NC_002946.2	725869	726432	-	22847890	-	NGO0725a	YP_009115482.1	187	-	tail protein
chr	NC_002946.2	726767	727315	-	3282083	-	NGO0727	YP_207858.1	182	-	baseplate protein
chr	NC_002946.2	728344	728556	-	3282071	-	NGO0729	YP_207860.1	70	-	phage associated protein
chr	NC_002946.2	728611	729264	-	3282091	-	NGO0730	YP_207861.1	217	-	IS1016 transposase
chr	NC_002946.2	729286	729570	-	3282077	-	NGO0731	YP_207862.1	94	-	phage associated protein
chr	NC_002946.2	729607	729870	-	3282073	-	NGO0732	YP_207863.1	87	-	phage associated protein
chr	NC_002946.2	731378	732157	-	3282175	-	NGO0734	YP_207864.1	259	-	oxidoreductase
chr	NC_002946.2	732156	732314	+	3282176	-	NGO0735	YP_207865.1	52	-	hypothetical protein NGO0735
chr	NC_002946.2	732449	732745	-	3282882	-	NGO0736	YP_207866.1	98	-	hypothetical protein NGO0736
chr	NC_002946.2	733057	734115	+	3281904	-	NGO0738	YP_207867.1	352	-	DNA polymerase IV
chr	NC_002946.2	734185	736200	-	3281848	-	NGO0739	YP_207868.1	671	-	ATP-dependent DNA helicase
chr	NC_002946.2	736220	736984	-	3281808	aroD	NGO0740	YP_207869.1	254	-	3-dehydroquinate dehydratase
chr	NC_002946.2	737184	738230	+	3281893	recA	NGO0741	YP_207870.1	348	-	recombinase A
chr	NC_002946.2	738883	739218	-	3281843	-	NGO0742	YP_207871.1	111	-	DNA-binding protein
chr	NC_002946.2	739299	741422	-	3281850	-	NGO0743	YP_207872.1	707	-	DNA polymerase III subunits gamma and tau
chr	NC_002946.2	741517	743493	-	3282588	mutL	NGO0744	YP_207873.1	658	-	DNA mismatch repair protein
chr	NC_002946.2	743637	743822	+	3282458	-	NGO0745	YP_207874.1	61	-	hypothetical protein NGO0745
chr	NC_002946.2	743833	744501	+	3282607	-	NGO0746	YP_207875.1	222	-	O-methyltransferase
chr	NC_002946.2	744501	745214	+	3281461	-	NGO0747	YP_207876.1	237	-	hypothetical protein NGO0747
chr	NC_002946.2	745262	745747	+	3282594	-	NGO0748	YP_207877.1	161	-	N5-carboxyaminoimidazole ribonucleotide mutase
chr	NC_002946.2	747669	748577	+	3282603	-	NGO0751	YP_207878.1	302	-	hypothetical protein NGO0751
chr	NC_002946.2	748733	749389	-	3282599	-	NGO0752	YP_207879.1	218	-	two component system transcriptional response regulator NarL/NarP
chr	NC_002946.2	749386	751155	-	3282610	-	NGO0753	YP_207880.1	589	-	two-component system sensor kinase NarX/NarQ
chr	NC_002946.2	751362	751976	+	3282496	-	NGO0754	YP_207881.1	204	-	molybdopterin-guanine dinucleotide biosynthesis protein
chr	NC_002946.2	752139	752756	+	3282502	-	NGO0755	YP_207882.2	205	-	riboflavin synthase subunit alpha
chr	NC_002946.2	752764	753627	+	3282484	-	NGO0756	YP_207883.1	287	-	hypothetical protein NGO0756
chr	NC_002946.2	753640	754074	-	3281881	-	NGO0757	YP_207884.1	144	-	hypothetical protein NGO0757
chr	NC_002946.2	754220	754912	+	3281868	-	NGO0758	YP_207885.1	230	-	ribulose-phosphate 3-epimerase
chr	NC_002946.2	755001	755147	-	3281973	-	NGO0759	YP_207886.1	48	-	hypothetical protein NGO0759
chr	NC_002946.2	755151	756182	-	3282478	ruvB	NGO0760	YP_207887.1	343	-	Holliday junction DNA helicase RuvB
chr	NC_002946.2	756266	756574	-	3282482	-	NGO0761	YP_207888.1	102	-	hypothetical protein NGO0761
chr	NC_002946.2	756606	756746	+	3282474	-	NGO0762	YP_207889.1	46	-	hypothetical protein NGO0762
chr	NC_002946.2	756992	758224	-	3283071	cca	NGO0763	YP_207890.1	410	-	multifunctional tRNA nucleotidyl transferase/2\'3\'-cyclic phosphodiesterase/2\'nucleotidase/phosphatase
chr	NC_002946.2	758303	759931	-	3282480	-	NGO0764	YP_207891.1	542	-	ABC transporter ATP-binding protein
chr	NC_002946.2	760081	760455	+	3282343	-	NGO0765	YP_207892.1	124	-	arsenate reductase family protein
chr	NC_002946.2	760504	762042	+	3282473	-	NGO0766	YP_207893.1	512	-	peptidyl-prolyl cis-trans isomerase
chr	NC_002946.2	762109	762726	+	3282500	recR	NGO0767	YP_207894.1	205	-	recombination protein RecR
chr	NC_002946.2	762907	763158	-	3282881	-	NGO0768	YP_207895.1	83	-	hypothetical protein NGO0768
chr	NC_002946.2	763287	764534	+	3282005	-	NGO0769	YP_207896.1	415	-	lipoprotein releasing system transmembrane protein
chr	NC_002946.2	764527	765222	+	3282041	-	NGO0770	YP_207897.1	231	-	lipoprotein releasing system ATP-binding protein
chr	NC_002946.2	765289	767034	+	3282027	-	NGO0771	YP_207898.1	581	-	exodeoxyribonuclease V subunit alpha
chr	NC_002946.2	767722	768723	+	3282015	-	NGO0773	YP_207899.1	333	-	transposase IS116/IS110/IS902 family protein
chr	NC_002946.2	768871	769440	+	3282020	-	NGO0774	YP_207900.1	189	-	hypothetical protein NGO0774
chr	NC_002946.2	769563	772025	+	3281944	-	NGO0775	YP_207901.1	820	-	ATP-dependent Lon protease
chr	NC_002946.2	772207	772476	+	3281874	-	NGO0777	YP_207903.1	89	-	DNA-binding protein Hu-beta
chr	NC_002946.2	772652	773086	-	3281948	-	NGO0778	YP_207904.1	144	-	membrane protein
chr	NC_002946.2	773079	774386	-	3281861	-	NGO0779	YP_207905.1	435	-	homoserine dehydrogenase
chr	NC_002946.2	774582	774953	+	3281841	-	NGO0780	YP_207906.1	123	-	hypothetical protein NGO0780
chr	NC_002946.2	775030	776952	+	3282192	-	NGO0781	YP_207907.1	640	-	ABC transporter ATP-binding protein
chr	NC_002946.2	776978	777334	+	3281913	-	NGO0782	YP_207908.1	118	-	hypothetical protein NGO0782
chr	NC_002946.2	777425	777937	+	3281943	-	NGO0783	YP_207909.1	170	-	hypothetical protein NGO0783
chr	NC_002946.2	777985	778161	+	3281903	-	NGO0784	YP_207910.1	58	-	hypothetical protein NGO0784
chr	NC_002946.2	778408	778830	+	3281960	-	NGO0785	YP_207911.1	140	-	hypothetical protein NGO0785
chr	NC_002946.2	778867	779526	-	3281984	-	NGO0786	YP_207912.1	219	-	uracil-DNA glycosylase
chr	NC_002946.2	779607	780014	+	3281995	-	NGO0787	YP_207913.1	135	-	membrane protein
chr	NC_002946.2	780029	780976	+	3281955	-	NGO0788	YP_207914.1	315	-	membrane protease
chr	NC_002946.2	781083	782153	-	3281901	-	NGO0789	YP_207915.1	356	-	membrane protein
chr	NC_002946.2	782338	782613	+	3281959	-	NGO0791	YP_207917.1	91	-	hypothetical protein NGO0791
chr	NC_002946.2	782666	783238	+	3281911	lipB	NGO0792	YP_207918.1	190	-	octanoyltransferase
chr	NC_002946.2	783231	784214	+	3281929	-	NGO0793	YP_207919.1	327	-	lipoyl synthase
chr	NC_002946.2	784689	785153	+	3281962	-	NGO0794	YP_207920.1	154	-	bacterioferritin BfrA
chr	NC_002946.2	785181	785654	+	3282018	-	NGO0795	YP_207921.1	157	-	bacterioferritin BfrB
chr	NC_002946.2	785985	786302	+	3282012	-	NGO0797	YP_207923.1	105	-	transcriptional regulator
chr	NC_002946.2	786351	788909	+	3282021	-	NGO0798	YP_207924.1	852	-	bifunctional uridylyltransferase/uridylyl-removing enzyme
chr	NC_002946.2	789056	790519	+	3282011	-	NGO0799	YP_207925.1	487	-	inosine 5\'-monophosphate dehydrogenase
chr	NC_002946.2	790591	790839	-	3282030	-	NGO0800	YP_207926.1	82	-	hypothetical protein NGO0800
chr	NC_002946.2	790855	793230	-	3282029	-	NGO0801	YP_207927.1	791	-	ribonuclease
chr	NC_002946.2	793665	793934	+	3282047	-	NGO0802	YP_207928.1	89	-	hypothetical protein NGO0802
chr	NC_002946.2	793931	795742	-	3281979	-	NGO0803	YP_207929.1	603	-	GTP-binding protein
chr	NC_002946.2	795859	796749	-	3281980	-	NGO0804	YP_207930.1	296	-	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
chr	NC_002946.2	796889	797470	+	3281992	-	NGO0805	YP_207931.1	193	-	nickel-dependent hydrogenase b-type cytochrome subunit
chr	NC_002946.2	797898	798980	+	3281987	-	NGO0806	YP_207932.1	360	-	hypothetical protein NGO0806
chr	NC_002946.2	802735	804594	+	3281902	-	NGO0809	YP_207933.1	619	-	dihydroxy-acid dehydratase
chr	NC_002946.2	804636	804938	+	3281846	-	NGO0810	YP_207934.1	100	-	hypothetical protein NGO0810
chr	NC_002946.2	805132	805749	+	3281894	-	NGO0812	YP_207936.1	205	-	hypothetical protein NGO0812
chr	NC_002946.2	805845	806897	-	3281938	-	NGO0813	YP_207937.1	350	-	biotin synthase
chr	NC_002946.2	806915	807067	-	3281941	-	NGO0814	YP_207938.1	50	-	hypothetical protein NGO0814
chr	NC_002946.2	807104	808480	-	3281819	-	NGO0815	YP_207939.1	458	-	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
chr	NC_002946.2	808542	808847	-	3281946	-	NGO0816	YP_207940.1	101	-	hypothetical protein NGO0816
chr	NC_002946.2	809472	809669	-	3281953	-	NGO0818	YP_207941.1	65	-	hypothetical protein NGO0818
chr	NC_002946.2	809679	810464	-	3281974	-	NGO0819	YP_207942.1	261	-	RNA methyltransferase
chr	NC_002946.2	810538	811818	-	3282219	-	NGO0820	YP_207943.1	426	-	tRNA(Ile)-lysidine synthetase
chr	NC_002946.2	811916	812875	-	3282210	-	NGO0821	YP_207944.1	319	-	acetyl-CoA carboxylase carboxyltransferase subunit alpha
chr	NC_002946.2	813087	813488	+	3282222	-	NGO0822	YP_207945.1	133	-	hypothetical protein NGO0822
chr	NC_002946.2	813556	813753	-	3282209	-	NGO0823	YP_207946.1	65	-	hypothetical protein NGO0823
